source,target,frame,confidence,period
DONALD TRUMP,KIM KARDASHIAN WEST,NEUTRAL,0.9,period3
CRIMINAL JUSTICE REFORM,KIM KARDASHIAN WEST,NEUTRAL,0.8,period3
KIM KARDASHIAN,WHITE HOUSE,HUMANITARIAN,0.9,period3
KIM KARDASHIAN,DONALD TRUMP,NEUTRAL,0.9,period3
DONALD TRUMP,WHITE HOUSE,NEUTRAL,0.9,period3
DONALD TRUMP,CENTRAL PARK 5,NEUTRAL,0.8,period3
DONALD TRUMP,EVENT ON HIRING OF RELEASED PRISONERS,NEUTRAL,0.9,period3
EVENT ON HIRING OF RELEASED PRISONERS,KIM KARDASHIAN WEST,NEUTRAL,0.9,period3
TRUMP,SATER,NEUTRAL,0.8,period3
KIM JONG UN,ASSASSINATION OF KIM JONG-NAM,THREAT,0.9,period3
GATES,MANAFORT,NEUTRAL,0.9,period3
GATES,PAPADAPOULOS,NEUTRAL,0.9,period3
GATES,COHEN,NEUTRAL,0.9,period3
PAPADAPOULOS,MANAFORT,NEUTRAL,0.9,period3
PAPADAPOULOS,COHEN,NEUTRAL,0.9,period3
COHEN,MANAFORT,NEUTRAL,0.9,period3
TRUMP,MAGACROWD,NEUTRAL,0.9,period3
TRUMP,PATRIOTS,NEUTRAL,0.9,period3
CIA,INFORMANT,NEUTRAL,0.9,period3
CIA,INTELLIGENCE,NEUTRAL,0.9,period3
CIA,NATIONAL SECURITY,NEUTRAL,0.9,period3
DONALD TRUMP,IRELAND,DIPLOMACY,0.8,period3
TRUMP,PETE BUTTIGIEG,DIPLOMACY,0.8,period3
TRUMP,US POLITICS,NEUTRAL,0.8,period3
TRUMP,KHASHOGGI,HUMANITARIAN,0.9,period3
TRUMP,SAUDI ARABIA,HUMANITARIAN,0.9,period3
PETE BUTTIGIEG,US POLITICS,NEUTRAL,0.9,period3
KIM JONG UN,PURGE,THREAT,0.8,period3
KIM HYOK CHOL,HANOI SUMMIT,DIPLOMACY,0.9,period3
KIM HYOK CHOL,FIRING SQUAD,THREAT,0.85,period3
KIM YONG CHOL,HANOI SUMMIT,DIPLOMACY,0.9,period3
NORTH KOREA,EXECUTION,DIPLOMACY,0.85,period3
DONALD TRUMP,EXECUTION,DIPLOMACY,0.8,period3
DONALD TRUMP,FAMILY SEPARATION POLICY,HUMANITARIAN,0.9,period3
DONALD TRUMP,POMPEO,DIPLOMACY,0.8,period3
DONALD TRUMP,NOBEL PRIZE,DIPLOMACY,0.9,period3
KIM JONG UN,EXECUTION,DIPLOMACY,0.8,period3
JAPAN,MISSILE TESTS,THREAT,0.9,period3
NORTH KOREA,KIM TRUMP SUMMIT,DIPLOMACY,0.9,period3
NORTH KOREA,CHOSUN,NEUTRAL,0.8,period3
KIM TRUMP SUMMIT,DONALD TRUMP,DIPLOMACY,0.9,period3
KIM TRUMP SUMMIT,KIM JONG-UN,DIPLOMACY,0.9,period3
NORTH KOREA,PURGE,HUMANITARIAN,0.8,period3
KIM JONG-UN,CHOSUN,NEUTRAL,0.8,period3
KIM YONG-CHOL,HANOI MEETING,DIPLOMACY,0.9,period3
KIM HYOK-CHOL,HANOI MEETING,DIPLOMACY,0.9,period3
POLITICAL PRISON CAMP,KIM SONG HYE,DIPLOMACY,0.85,period3
NORTH KOREA,DJT,NEUTRAL,0.8,period3
TRUMP-KIM SUMMIT,MIKE POMPEO,DIPLOMACY,0.95,period3
TRUMP-KIM SUMMIT,DJT,NEUTRAL,0.8,period3
HILLARY CLINTON,DJT,NEUTRAL,0.9,period3
TRUMP,OVAL OFFICE,NEUTRAL,0.9,period3
TRUMP,SUBSTANCE,NEUTRAL,0.8,period3
KIM JONG UN,STEPHEN BIEGUN,DIPLOMACY,0.9,period3
DONALD TRUMP,SAUDI DESPOTS,NEUTRAL,0.8,period3
SAUDI DESPOTS,KASHOGI,HUMANITARIAN,0.95,period3
STEPHEN BIEGUN,KIM JONG UN,DIPLOMACY,0.9,period3
HANOI SUMMIT,USA,NEUTRAL,0.9,period3
HANOI SUMMIT,BOLTON,DIPLOMACY,0.9,period3
KIM HYOK CHOL,KIM SONG HYE,DIPLOMACY,0.95,period3
HANOI,TRUMP-KIM SUMMIT,NEUTRAL,0.9,period3
TRUMP-KIM SUMMIT,VIPIN NARANG,NEUTRAL,0.9,period3
TRUMP-KIM SUMMIT,ANKIT PANDA,NEUTRAL,0.8,period3
SOHAE SATELLITE LAUNCHING STATION,NORTH KOREA,THREAT,0.9,period3
TRUMP,CHINA,THREAT,0.85,period3
SARAH SANDERS,WHITE HOUSE,NEUTRAL,0.8,period3
NORTH KOREA,DENUCLEARIZATION TALKS,THREAT,0.9,period3
UNITED STATES,DENUCLEARIZATION TALKS,THREAT,0.9,period3
DENUCLEARIZATION TALKS,TRUMP ADMINISTRATION,DIPLOMACY,0.9,period3
TRUMP ADMINISTRATION,LUKE MESSER,DIPLOMACY,0.8,period3
TRUMP ADMINISTRATION,RALPH NORMAN,DIPLOMACY,0.8,period3
TRUMP ADMINISTRATION,MICHAEL BURGESS,DIPLOMACY,0.8,period3
TRUMP ADMINISTRATION,SCOTT DESJARLAIS,DIPLOMACY,0.8,period3
TRUMP ADMINISTRATION,KEVIN CRAMER,DIPLOMACY,0.8,period3
TRUMP ADMINISTRATION,AUMUA AMATA COLEMAN RADEWAGEN,DIPLOMACY,0.8,period3
TRUMP ADMINISTRATION,MARK MEADOWS,DIPLOMACY,0.8,period3
TRUMP ADMINISTRATION,MATT GAETZ,DIPLOMACY,0.8,period3
TRUMP ADMINISTRATION,DOUG LAMALFA,DIPLOMACY,0.8,period3
TRUMP ADMINISTRATION,DAVID MCKINLEY,DIPLOMACY,0.8,period3
TRUMP ADMINISTRATION,BRIAN BABIN,DIPLOMACY,0.8,period3
TRUMP ADMINISTRATION,DIANE BLACK,DIPLOMACY,0.8,period3
TRUMP ADMINISTRATION,STEVE KING,DIPLOMACY,0.8,period3
TRUMP ADMINISTRATION,PETE OLSON,DIPLOMACY,0.8,period3
TRUMP ADMINISTRATION,MARSHA BLACKBURN,DIPLOMACY,0.8,period3
TRUMP ADMINISTRATION,JIM RENACCI,DIPLOMACY,0.8,period3
TRUMP ADMINISTRATION,EVAN JENKINS,DIPLOMACY,0.8,period3
TRUMP ADMINISTRATION,NORTH KOREA,DIPLOMACY,0.85,period3
TRUMP ADMINISTRATION,KIM JONG UN,DIPLOMACY,0.8,period3
TRUMP ADMINISTRATION,STEPHEN BIEGUN,DIPLOMACY,0.9,period3
TRUMP ADMINISTRATION,DENUCLEARIZATION,DIPLOMACY,0.8,period3
TRUMP ADMINISTRATION,BOLTON,NEUTRAL,0.9,period3
STEPHEN BIEGUN,CARNEGIE ENDOWMENT FOR INTERNATIONAL PEACE,NEUTRAL,0.8,period3
BOLTON,SANCTIONS,ECONOMIC,0.9,period3
US,BOLTON,ECONOMIC,0.9,period3
US,POMPEO,DIPLOMACY,0.95,period3
BOLTON,TRUMP,DIPLOMACY,0.7,period3
KIM,TRUMP,DIPLOMACY,0.85,period3
NORTH KOREA,XI,NEUTRAL,0.8,period3
TRUMP,MEMORIAL DAY,NEUTRAL,0.85,period3
TRUMP,TRADE,ECONOMIC,0.9,period3
NORTH KOREA,DISARMAMENT,THREAT,0.9,period3
RUSSIA,SANCTIONS,DIPLOMACY,0.8,period3
SANCTIONS,CHINA,ECONOMIC,0.85,period3
TRUMP,MUELLER REPORT,NEUTRAL,0.85,period3
TRUMP,DPRK,DIPLOMACY,0.8,period3
NORTH KOREA,DENUCLEARISATION,THREAT,0.9,period3
NORTH KOREA,US-SOUTH KOREAN MILITARY EXERCISES,THREAT,0.85,period3
MIKE POMPEO,KIM JONG-UN,DIPLOMACY,0.8,period3
MIKE POMPEO,STATE DEPARTMENT,DIPLOMACY,0.9,period3
STATE DEPARTMENT,RUSSIAN OFFICIALS,DIPLOMACY,0.9,period3
MIKE POMPEO,CIA,NEUTRAL,0.9,period3
TRUMP,MOON JAE-IN,DIPLOMACY,0.9,period3
TRUMP,ART OF THE DEAL,DIPLOMACY,0.85,period3
TRUMP,US-NORTH KOREA TALKS,DIPLOMACY,0.9,period3
MOON JAE-IN,NORTH KOREA,DIPLOMACY,0.9,period3
MOON JAE-IN,US-NORTH KOREA TALKS,DIPLOMACY,0.9,period3
NORTH KOREA,NUCLEAR FOOTBALL,THREAT,0.9,period3
RUSSIA,NORAD,THREAT,0.9,period3
RUSSIA,WADS,THREAT,0.95,period3
TRUMP,KATRINA,NEUTRAL,0.8,period3
TRUMP,2020 ELECTION,NEUTRAL,0.9,period3
BOLTON,POMPEO,NEUTRAL,0.9,period3
NORTH KOREA,MISSILE LAUNCH MORATORIUM,THREAT,0.85,period3
NORTH KOREA,DEFENSE STOCKS,ECONOMIC,0.8,period3
NORTH KOREA,OBAMA,DIPLOMACY,0.9,period3
NORTH KOREA,FIRE AND FURY,THREAT,0.9,period3
DONALD TRUMP,DENUCLEARIZATION,DIPLOMACY,0.9,period3
DENUCLEARIZATION,U.S.,DIPLOMACY,0.9,period3
SENATE INTELLIGENCE COMMITTEE,DAN COATS,THREAT,0.9,period3
VIPIN NARANG,TRUMP ADMINISTRATION,DIPLOMACY,0.9,period3
TRUMP ADMINISTRATION,COHEN TESTIMONY,NEUTRAL,0.8,period3
TRUMP ADMINISTRATION,HANOI SUMMIT,DIPLOMACY,0.8,period3
NORTH KOREA,PACIFIC OCEAN,THREAT,0.85,period3
DONALD TRUMP,DENUCLEARIZATION TALKS,DIPLOMACY,0.9,period3
THE WASHINGTON TIMES,HSA-UWC,NEUTRAL,0.9,period3
NORTH KOREA SUMMIT,DENUCLEARIZATION TALKS,DIPLOMACY,0.9,period3
TRUMP,SINGAPORE SUMMIT,DIPLOMACY,0.8,period3
TRUMP,KLOBUCHAR,DIPLOMACY,0.8,period3
TRUMP,NOBEL PRIZE,DIPLOMACY,0.9,period3
NORTH KOREA,OBAMA ADMINISTRATION,DIPLOMACY,0.95,period3
NORTH KOREA,WARMBIER,HUMANITARIAN,0.95,period3
TRUMP,ISIS,NEUTRAL,0.8,period3
TRUMP,JOINT EXERCISE,DIPLOMACY,0.9,period3
NUCLEAR WEAPONS,KIM JONG UN,THREAT,0.9,period3
DONALD TRUMP,STEPHEN BIEGUN,NEUTRAL,0.9,period3
NORTH KOREA,OTTO WARMBIER BANKING RESTRICTIONS INVOLVING NORTH KOREA ACT,ECONOMIC,0.9,period3
NORTH KOREA,CIA,THREAT,0.95,period3
NORTH KOREA,STATE DEPARTMENT,NEUTRAL,0.8,period3
NORTH KOREA,DEFENSE DEPARTMENT,THREAT,0.9,period3
CHINA,SECONDARY SANCTIONS,ECONOMIC,0.9,period3
NORTH KOREA,BALLISTIC MISSILES,THREAT,0.95,period3
TRUMP,SPECIAL OLYMPICS,NEUTRAL,0.8,period3
DONALD TRUMP,RUSSIAN INTELLIGENCE STATE,NEUTRAL,0.8,period3
DONALD TRUMP,MAR-A-LAGO,NEUTRAL,0.8,period3
RUSSIAN INTELLIGENCE STATE,INTERNET RESEARCH AGENCY,NEUTRAL,0.8,period3
SANCTIONS,U.S. TREASURY,ECONOMIC,0.9,period3
TRUMP,JOHN BRENNAN,ECONOMIC,0.8,period3
TRUMP,CAPITALISM,ECONOMIC,0.9,period3
BILL CLINTON,HILARY CLINTON,NEUTRAL,1.0,period3
BILL CLINTON,CHELSEA CLINTON,NEUTRAL,1.0,period3
CHELSEA CLINTON,HILARY CLINTON,NEUTRAL,1.0,period3
TRUMP,CHINESE FIRMS,ECONOMIC,0.9,period3
TRUMP,EXECUTIVE TWEET,ECONOMIC,0.8,period3
TRUMP,CANADA,NEUTRAL,0.8,period3
TRUMP,NATO,NEUTRAL,0.8,period3
DONALD TRUMP,TREASURY DEPARTMENT,ECONOMIC,0.85,period3
NORTH KOREA,TREASURY DEPARTMENT,ECONOMIC,0.9,period3
TREASURY DEPARTMENT,CHINESE SHIPPERS,ECONOMIC,0.9,period3
TRUMP,TREASURY DEPARTMENT,ECONOMIC,0.85,period3
TRUMP,CONGRESS,NEUTRAL,0.8,period3
TRUMP,SYRIA,DIPLOMACY,0.8,period3
DJT,KIM JONG UN,DIPLOMACY,0.8,period3
TRUMP,US TREASURY,NEUTRAL,0.9,period3
HITLER,STALIN,NEUTRAL,0.9,period3
KIM,OTTO WARMBIER,HUMANITARIAN,0.95,period3
NORTH KOREA,CHINESE COMPANIES,ECONOMIC,0.9,period3
NORTH KOREA,MILITARY HARDWARE,THREAT,0.85,period3
US,DONALD TRUMP,DIPLOMACY,0.9,period3
US,CHINA,DIPLOMACY,0.9,period3
NORTH KOREA,BRINK ACT,THREAT,0.8,period3
OTTO WARMBIER,PAT TOOMEY,HUMANITARIAN,0.85,period3
OTTO WARMBIER,CHRIS VAN HOLLEN,HUMANITARIAN,0.85,period3
PAT TOOMEY,BRINK ACT,ECONOMIC,0.9,period3
CHRIS VAN HOLLEN,BRINK ACT,ECONOMIC,0.9,period3
TROLL ACCUSATIONS,PERMANENT BAN,NEUTRAL,0.9,period3
PERMANENT BAN,HATE SPEECH,NEUTRAL,0.9,period3
TRUMP,DIPLOMACY,DIPLOMACY,0.95,period3
TRUMP,WARMBIER,HUMANITARIAN,0.85,period3
KIM JONG-UN,DIPLOMACY,DIPLOMACY,0.9,period3
NORTH KOREA,DIPLOMACY,DIPLOMACY,0.9,period3
IRAN,BOLTON,THREAT,0.85,period3
NORTH KOREA,RODONG MISSILES,THREAT,0.9,period3
NORTH KOREA,CENTER FOR STRATEGIC AND INTERNATIONAL STUDIES,THREAT,0.9,period3
SOUTH KOREA,STEPHEN BIEGUN,DIPLOMACY,0.9,period3
RODONG MISSILES,SINO-RI MISSILE OPERATING BASE,THREAT,0.9,period3
SOUTH KOREA,TRUMP,DIPLOMACY,0.8,period3
DONALD TRUMP,ABE,THREAT,0.9,period3
DONALD TRUMP,CHINA,NEUTRAL,0.8,period3
NORTH KOREA,CUBAN MISSILE CRISIS,THREAT,0.85,period3
NORTH KOREA,SECOND TRUMP-KIM SUMMIT,THREAT,0.85,period3
HANOI SUMMIT,KIM JONG UN,DIPLOMACY,0.8,period3
DEFENSE POW/MIA ACCOUNTING AGENCY,TRUMP,NEUTRAL,0.9,period3
DEFENSE POW/MIA ACCOUNTING AGENCY,NORTH KOREA,NEUTRAL,0.85,period3
NORTH KOREA,BELT AND ROAD INITIATIVE,ECONOMIC,0.85,period3
TRUMP,JAPANESE PRIME MINISTER,NEUTRAL,0.9,period3
TRUMP,POLISH PRESIDENT,DIPLOMACY,0.9,period3
XI JINPING,TRUMP,DIPLOMACY,0.9,period3
NORTH KOREA,HILLARY,DIPLOMACY,0.9,period3
DONALD TRUMP,U.S. CONSTITUTION,THREAT,0.8,period3
DONALD TRUMP,STATE OF THE UNION,NEUTRAL,0.8,period3
DONALD TRUMP,LATVIAN BANKER,NEUTRAL,0.9,period3
NORTH KOREA,TRUMP DOCTRINE,DIPLOMACY,0.8,period3
DONALD TRUMP,ABE SHINZO,THREAT,0.8,period3
DONALD TRUMP,JIM ACOSTA,NEUTRAL,0.9,period3
DONALD TRUMP,MUELLER,NEUTRAL,0.9,period3
DONALD TRUMP,RBG,NEUTRAL,0.9,period3
DONALD TRUMP,AMASH,NEUTRAL,0.9,period3
DONALD TRUMP,9TH CIRCUIT,NEUTRAL,0.9,period3
DONALD TRUMP,ILLEGAL IMMIGRANTS,NEUTRAL,0.8,period3
NORTH KOREA,SHANAHAN,THREAT,0.85,period3
NORTH KOREA,U.N. SECURITY COUNCIL RESOLUTIONS,THREAT,0.9,period3
TRUMP,USS MCCAIN,NEUTRAL,0.9,period3
TRUMP,BIDEN,DIPLOMACY,0.85,period3
TRUMP,SHELDON ADELSON,NEUTRAL,0.9,period3
NORTH KOREA,SEA OF JAPAN,THREAT,0.95,period3
ABE,JAPAN,NEUTRAL,0.8,period3
UN,MISSILE TESTS,ECONOMIC,0.85,period3
TRUMP,OBAMA,DIPLOMACY,0.8,period3
TRUMP,TRADE GAP,ECONOMIC,0.9,period3
TRUMP,US GOVERNMENT,NEUTRAL,0.9,period3
TRUMP,BRETT KAVANAUGH,NEUTRAL,0.9,period3
TRUMP,TRUMPISM,NEUTRAL,0.9,period3
TRUMP,DJT,NEUTRAL,1.0,period3
TRUMP,CONSPIRACY THINKING,NEUTRAL,0.85,period3
TRUMP,SURRENDER,DIPLOMACY,0.8,period3
NORTH KOREA,ICBMS,THREAT,0.95,period3
TRUMP,POLICY,DIPLOMACY,0.8,period3
TRUMP,MISSILE TESTS,DIPLOMACY,0.8,period3
NORTH KOREA,MISSILES,THREAT,0.9,period3
NORTH KOREA,JOE BIDEN,THREAT,0.9,period3
NORTH KOREA,GOP,THREAT,0.8,period3
JOE BIDEN,MISSILE TESTS,THREAT,0.9,period3
HUAWEI,XIAOMI,NEUTRAL,0.9,period3
GOP,SENATOR,NEUTRAL,0.9,period3
NORTH KOREA,WEAPONS,THREAT,0.9,period3
KIM,JOE BIDEN,THREAT,0.8,period3
JOE BIDEN,TRUMP,DIPLOMACY,0.9,period3
TRUMP,HIBACHI DINNER,DIPLOMACY,0.9,period3
SAUDI ARABIA,KHASHOGGI,HUMANITARIAN,0.9,period3
TRUMP,FIRE AND FURY,THREAT,0.9,period3
TRUMP,NATIONAL SECURITY,THREAT,0.8,period3
KIM JONG UN,JOE BIDEN,THREAT,0.9,period3
NORTH KOREA,MILITARY EXERCISES,THREAT,0.9,period3
NORTH KOREA,TRUMP FOREIGN POLICY,DIPLOMACY,0.9,period3
IRAN,CHINA,DIPLOMACY,0.9,period3
IRAN,U.S.,ECONOMIC,0.85,period3
IRAN,TRUMP FOREIGN POLICY,THREAT,0.8,period3
KIM JONG UN,US NUCLEAR DEAL,THREAT,0.8,period3
US,KIM HYOK CHOL,DIPLOMACY,0.9,period3
DEFENSE CHIEF,CHINA,THREAT,0.8,period3
KIM JONG UN,FAILED SUMMIT,NEUTRAL,0.8,period3
KIM JONG UN,CNN,NEUTRAL,0.85,period3
NORTH KOREA,FAILED SUMMIT,DIPLOMACY,0.85,period3
CNN,JOE BIDEN,NEUTRAL,0.8,period3
NORTH KOREA,PUEBLO,NEUTRAL,0.8,period3
US,UN,NEUTRAL,0.9,period3
NORTH KOREA,HOSPITAL BILLS,ECONOMIC,0.8,period3
US,KIM,THREAT,0.8,period3
US TESTS LONG-RANGE MISSILE,NORTH KOREA FIRES 2 SHORT-RANGE MISSILES,THREAT,0.9,period3
NORTH KOREA,HOSTAGES,NEUTRAL,0.8,period3
WHITE HOUSE,TRUMP,NEUTRAL,0.8,period3
WHITE HOUSE,MBS,NEUTRAL,0.8,period3
TRUMP,WARMBIER PLEDGE,DIPLOMACY,0.9,period3
TRUMP,EXECUTIVE PRIVILEGE,NEUTRAL,0.8,period3
HOSTAGES,US,DIPLOMACY,0.9,period3
NORTH KOREA,WARMBIER PLEDGE,NEUTRAL,0.9,period3
TRUMP,REPUBLICANS,NEUTRAL,0.9,period3
TRUMP,FOX NEWS,NEUTRAL,0.8,period3
NORTH KOREA,BILL,HUMANITARIAN,0.85,period3
HOSPITAL CARE,UNITED STATES,NEUTRAL,0.9,period3
BILL,UNITED STATES,NEUTRAL,0.8,period3
NORTH KOREA,SABER RATTLING,DIPLOMACY,0.85,period3
US,VENEZUELA,DIPLOMACY,0.8,period3
US,IRAN,DIPLOMACY,0.85,period3
KIM JONG UN,US-NORTH KOREA SUMMIT,NEUTRAL,0.9,period3
KIM JONG UN,NORTH KOREAN DISARMAMENT,DIPLOMACY,0.9,period3
NORTH KOREA,SANCTIONS POLICY,ECONOMIC,0.9,period3
MOON JAE IN,SOUTH KOREA,DIPLOMACY,0.8,period3
TRUMP,US-NORTH KOREA SUMMIT,DIPLOMACY,0.9,period3
TRUMP,NORTH KOREAN DISARMAMENT,DIPLOMACY,0.95,period3
SANCTIONS POLICY,FOUNDATION FOR DEFENSE OF DEMOCRACIES,ECONOMIC,0.9,period3
TRUMP,NUCLEAR SUMMIT,DIPLOMACY,0.9,period3
XI JINPING,US,THREAT,0.9,period3
POMPEO,POLICY FOR NORTH KOREA,NEUTRAL,0.8,period3
SOUTH KOREA,ARTILLERY GUNS,THREAT,0.95,period3
NORTH KOREAN LEADER,NORTH KOREAN LEADER'S HALF BROTHER,NEUTRAL,0.8,period3
NORTH KOREAN LEADER,KIM JONG-UN,NEUTRAL,0.9,period3
PRESIDENT TRUMP,NORTH KOREA,DIPLOMACY,0.9,period3
CIA,NORTH KOREAN LEADER'S HALF BROTHER,NEUTRAL,0.9,period3
NORTH KOREAN LEADER'S HALF BROTHER,KIM JONG-UN,NEUTRAL,0.9,period3
NORTH KOREA,NORTH KOREAN DIPLOMAT,DIPLOMACY,0.8,period3
NORTH KOREA,NORTH KOREAN LEADER,NEUTRAL,0.9,period3
TRUMP,NORTH KOREAN MISSILES,NEUTRAL,0.8,period3
HUMAN RIGHTS GROUP,NORTH KOREAN EXECUTION SITES,HUMANITARIAN,0.9,period3
HUMAN RIGHTS GROUP,NORTH KOREAN DIPLOMAT,HUMANITARIAN,0.9,period3
NORTH KOREAN LEADER,CIA,NEUTRAL,0.85,period3
NORTH KOREA,U.N. RESOLUTION,ECONOMIC,0.8,period3
NORTH KOREA,NORTH KOREAN MISSILE LAUNCHES,THREAT,0.9,period3
TRUMP ADMINISTRATION,MISSILE TESTS,DIPLOMACY,0.85,period3
TRUMP ADMINISTRATION,SAUDI ARABIA,HUMANITARIAN,0.9,period3
TRUMP ADMINISTRATION,KIM JONG-UN,DIPLOMACY,0.9,period3
