source,target,frame,confidence,period
JAMAL KHASHOGGI,SAUDI ARABIA,HUMANITARIAN,0.95,period3
DONALD TRUMP,GOP,NEUTRAL,0.9,period3
DONALD TRUMP,GOP ARMED SERVICES,THREAT,0.8,period3
UNITED STATES,JOE BIDEN,NEUTRAL,0.9,period3
UNITED STATES,TREATIES,DIPLOMACY,0.8,period3
NORTH KOREA,TREATIES,DIPLOMACY,0.9,period3
GOP,SENATE,NEUTRAL,0.8,period3
NORTH KOREA,US SOLDIERS,DIPLOMACY,0.7,period3
JOHN BOLTON,UN RESOLUTION,NEUTRAL,0.8,period3
BIDEN,PUTIN,DIPLOMACY,0.9,period3
PUTIN,TRUMP,DIPLOMACY,0.8,period3
NORTH KOREA,WISE HONEST,NEUTRAL,0.9,period3
TRUMP,MAGAHATS,NEUTRAL,0.9,period3
WISE HONEST,U.S.,ECONOMIC,0.9,period3
U.S.,SANCTIONS,ECONOMIC,0.8,period3
UNITED STATES,JUSTICE DEPARTMENT,NEUTRAL,0.9,period3
NORTH KOREA,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,NEUTRAL,0.9,period3
M/V WISE HONEST,JUSTICE DEPARTMENT,ECONOMIC,0.9,period3
NORTH KOREA,DEFECTORS,HUMANITARIAN,0.9,period3
NORTH KOREA,WAR,THREAT,0.9,period3
TRUMP,BUSH,NEUTRAL,0.85,period3
U.S.,NORTH KOREAN SHIP,ECONOMIC,0.9,period3
NORTH KOREAN SHIP,COAL,ECONOMIC,0.9,period3
NORTH KOREA,MULTIPLE ROCKET LAUNCHERS,THREAT,0.9,period3
TRUMP,NUCLEAR TALKS,DIPLOMACY,0.9,period3
TRUMP,NORTH KOREAN WEAPONS TEST,DIPLOMACY,0.85,period3
KIM JONG UN,NORTH KOREAN WEAPONS TEST,THREAT,0.9,period3
VLADIMIR PUTIN,DONALD TRUMP,NEUTRAL,0.9,period3
VLADIMIR PUTIN,NORTH KOREAN GENERAL,DIPLOMACY,0.9,period3
DONALD TRUMP,NORTH KOREAN GENERAL,DIPLOMACY,0.8,period3
DONALD TRUMP,MEDICARE-FOR-ALL,NEUTRAL,0.9,period3
VENEZUELA,MADURO,NEUTRAL,0.8,period3
COUP ATTEMPT,MADURO,NEUTRAL,0.8,period3
PUTIN,KIM JONG UN,THREAT,0.8,period3
MARINE VET,NORTH KOREAN EMBASSY,THREAT,0.85,period3
MARINE VET,US AUTHORITIES,NEUTRAL,0.8,period3
MARINE VET,SPAIN,NEUTRAL,0.9,period3
MARINE VET,BLACK OPS,THREAT,0.8,period3
TRUMP,US,DIPLOMACY,0.9,period3
TRUMP,NUCLEAR NEGOTIATIONS,DIPLOMACY,0.9,period3
KIM JONG UN,NUCLEAR NEGOTIATIONS,DIPLOMACY,0.9,period3
KIM JONG UN,NORTH KOREAN STATE-RUN MEDIA,NEUTRAL,0.8,period3
US,NORTH KOREAN EMBASSY,DIPLOMACY,0.9,period3
US,BLACKOPS,NEUTRAL,0.8,period3
NORTH KOREAN DEFECTOR GROUP,MADRID EMBASSY RAID,THREAT,0.8,period3
NORTH KOREAN DEFECTOR GROUP,NORTH KOREA,HUMANITARIAN,0.8,period3
MADRID EMBASSY RAID,ANTI-NORTH KOREAN GROUP,THREAT,0.8,period3
MADRID EMBASSY RAID,SPAIN,NEUTRAL,0.9,period3
NORTH KOREA,SUNG-YOON LEE,NEUTRAL,0.8,period3
NORTH KOREA,ANTI-NORTH KOREAN GROUP,THREAT,0.8,period3
ANTI-NORTH KOREAN GROUP,FBI,NEUTRAL,0.9,period3
NORTH KOREAN DISSIDENT GROUP,SPANISH EMBASSY,NEUTRAL,0.85,period3
NORTH KOREAN DISSIDENT GROUP,FBI,NEUTRAL,0.8,period3
NORTH KOREAN DISSIDENT GROUP,CIA,NEUTRAL,0.8,period3
SEOUL,NORTH KOREA,DIPLOMACY,0.9,period3
NORTH KOREA,MISSILE SITES,THREAT,0.9,period3
NORTH KOREA,NORTH KOREAN INDUSTRIAL ZONE,ECONOMIC,0.85,period3
NORTH KOREA,NORTH KOREAN TRADE PROHIBITIONS,ECONOMIC,0.9,period3
NORTH KOREA,MISSILE SITE,THREAT,0.95,period3
NORTH KOREA,NORTH KOREAN LAUNCH SITE,THREAT,0.9,period3
JOHN BOLTON,NOBEL PEACE PRIZE,DIPLOMACY,0.7,period3
JOHN BOLTON,SAMSUNG,NEUTRAL,0.8,period3
CIA,NORTH KOREAN EMBASSY,NEUTRAL,0.85,period3
NORTH KOREA,MISSILE TESTING,THREAT,0.85,period3
NORTH KOREA,NORTH KOREAN COMMITMENTS,THREAT,0.85,period3
TRUMP,U.S.,DIPLOMACY,0.9,period3
TRUMP,PRESIDENT OF THE UNITED STATES,NEUTRAL,0.9,period3
TRUMP,FORMER VICE PRESIDENT,NEUTRAL,0.9,period3
KIM JONG UN,FORMER VICE PRESIDENT,NEUTRAL,0.8,period3
NORTH KOREA,U.S. MILITARY,THREAT,0.95,period3
SOUTH KOREA,U.S. MILITARY,THREAT,0.9,period3
NORTH KOREA,MILITARY EXERCISE,THREAT,0.9,period3
NORTH KOREA,DIALOGUE,DIPLOMACY,0.85,period3
NORTH KOREA,PROJECTILE,THREAT,0.9,period3
NORTH KOREA,WONSAN,THREAT,0.9,period3
KIM JONG UN,NUCLEAR TEST,THREAT,0.9,period3
PENTAGON,MILITARY EXERCISE,THREAT,0.9,period3
DIALOGUE,DENUCLEARIZATION,DIPLOMACY,0.95,period3
KIM JONG UN,SAMJION,NEUTRAL,0.9,period3
KIM JONG UN,AIR DRILLS,THREAT,0.9,period3
KIM JONG UN,NUCLEAR TALKS,DIPLOMACY,0.9,period3
KIM JONG UN,CHRISTMAS GIFT,THREAT,0.95,period3
KIM JONG UN,NORTH KOREAN MISSILE,THREAT,0.9,period3
KIM JONG UN,POPE FRANCIS,DIPLOMACY,0.95,period3
DONALD TRUMP,CHRISTMAS GIFT,THREAT,0.85,period3
KIM JONG UN,MOUNT PAETKU,NEUTRAL,0.8,period3
KIM JONG UN,NORTH KOREAN SPA RESORT,NEUTRAL,0.8,period3
KIM JONG UN,U.S.-NORTH KOREA SUMMIT,DIPLOMACY,0.9,period3
KIM JONG UN,NORTH KOREAN NUCLEAR NEGOTIATIONS,DIPLOMACY,0.9,period3
KIM JONG UN,TERRORISM BLACKLIST,DIPLOMACY,0.8,period3
KIM JONG UN,SIX IN TEN NORTH KOREAN REFUGEES,HUMANITARIAN,0.85,period3
KIM JONG UN,ECONOMIC WOES,ECONOMIC,0.9,period3
NORTH KOREA,NORTH KOREA'S GOVERNMENT,NEUTRAL,0.9,period3
KIM JONG UN,SITI AISYAH,NEUTRAL,0.85,period3
KIM JONG UN,NORTH KOREA CONSTITUTION,NEUTRAL,0.9,period3
KIM JONG UN,KCNA,NEUTRAL,0.9,period3
NORTH KOREA,U.S. ARMY,THREAT,0.9,period3
NORTH KOREA,U.N. SECURITY COUNCIL,THREAT,0.9,period3
NORTH KOREA,NUCLEAR NEGOTIATIONS,DIPLOMACY,0.9,period3
NORTH KOREA,70 YEARS OF DIPLOMATIC RELATIONS,DIPLOMACY,0.95,period3
NORTH KOREA,NORTH KOREAN HACKERS,NEUTRAL,0.85,period3
TRUMP,U.N. SECURITY COUNCIL,DIPLOMACY,0.9,period3
NUCLEAR NEGOTIATIONS,MISSILE TESTS,THREAT,0.9,period3
NORTH KOREA,MICROSOFT,THREAT,0.9,period3
NORTH KOREA,ETHEREUM DEVELOPER,ECONOMIC,0.85,period3
NORTH KOREA,NHK,THREAT,0.9,period3
NORTH KOREA,RUSSIAN EMBASSY IN PYONGYANG,DIPLOMACY,0.9,period3
NORTH KOREA,JOINT EDZ WITH CHINA,ECONOMIC,0.9,period3
MICROSOFT,NORTH KOREAN HACKERS,THREAT,0.85,period3
JAPAN,NORTH KOREAN BOAT,THREAT,0.8,period3
UNITED STATES,NORTH KOREAN TEST LAUNCHES,THREAT,0.8,period3
UNITED STATES,NORTH KOREAN NUCLEAR TEST,THREAT,0.8,period3
NORTH KOREAN MALWARE,INDIAN NUCLEAR POWER PLANT,THREAT,0.9,period3
NORTH KOREAN DEFECTOR,SOUTH KOREAN INTELLIGENCE OFFICERS,NEUTRAL,0.85,period3
INDIAN NUCLEAR POWER PLANT,NORTH KOREA,THREAT,0.95,period3
INDIAN NUCLEAR POWER PLANT,NORTH KOREAN MALWARE,THREAT,0.9,period3
NORTH KOREA,NORTH KOREAN DEFECTOR,HUMANITARIAN,0.95,period3
NORTH KOREA,RUSSIAN FISHERMEN,NEUTRAL,0.8,period3
UNITED STATES,NORTH KOREAN BEACH RESORT,ECONOMIC,0.85,period3
JAPAN,NORTH KOREAN MISSILES,THREAT,0.95,period3
NORTH KOREA,CHRISTMAS GIFT,THREAT,0.95,period3
NORTH KOREA,UN GREEN CLIMATE FUND,DIPLOMACY,0.85,period3
NORTH KOREA,NORTH KOREA'S DEFENSE INDUSTRY,THREAT,0.85,period3
NORTH KOREA,NORTH KOREA'S PLENARY MEETING,THREAT,0.9,period3
NORTH KOREA,NORTH KOREA'S THREAT,THREAT,0.9,period3
KIM,CHRISTMAS GIFT,THREAT,0.95,period3
KIM,NORTH KOREA'S RULING PARTY,THREAT,0.8,period3
NORTH KOREA,ANTI-US HARD-LINE POLICY,THREAT,0.8,period3
NORTH KOREA,NORTH KOREA'S 'CHRISTMAS GIFT',THREAT,0.9,period3
NORTH KOREA,HANOI,DIPLOMACY,0.95,period3
UNITED STATES,NORTH KOREA'S NUCLEAR PROGRAM,DIPLOMACY,0.9,period3
UNITED STATES,NORTH KOREA'S HUMAN RIGHTS CRITICISM,HUMANITARIAN,0.9,period3
SOUTH KOREA,MOON,DIPLOMACY,0.9,period3
TRUMP,KIM JONG UN'S LETTER TO TRUMP,DIPLOMACY,0.9,period3
NORTH KOREA,ASIAN SUMMIT,DIPLOMACY,0.85,period3
UNITED STATES,NUCLEAR DISARMAMENT,DIPLOMACY,0.95,period3
KIM JONG-UN,TRUMP-KIM FRIENDSHIP,DIPLOMACY,0.9,period3
DONALD TRUMP,HURRICANE DORIAN,NEUTRAL,0.8,period3
DONALD TRUMP,TRUMP-KIM FRIENDSHIP,DIPLOMACY,0.95,period3
NORTH KOREA,NORTH KOREAN MISSILE TESTS,THREAT,0.9,period3
NORTH KOREA,BLOCKCHAIN TALK,NEUTRAL,0.8,period3
NORTH KOREA,U.S.-SOUTH KOREAN MILITARY EXERCISE,THREAT,0.9,period3
NORTH KOREA,DEFENSE INTELLIGENCE AGENCY,THREAT,0.9,period3
TRUMP,KIM DARROCH,DIPLOMACY,0.85,period3
SOUTH KOREA,AFRICAN SWINE FEVER,THREAT,0.85,period3
KIM DARROCH,BORIS JOHNSON,NEUTRAL,0.9,period3
NORTH KOREA,HOSTILE POLICY,DIPLOMACY,0.8,period3
NORTH KOREA,PRESIDENT TRUMP,DIPLOMACY,0.9,period3
NORTH KOREA,SWEDEN,DIPLOMACY,0.9,period3
NORTH KOREA,BILATERAL TALKS,DIPLOMACY,0.9,period3
SOUTH KOREA,MT KUMGANG RESORT,DIPLOMACY,0.95,period3
UNITED STATES,HOSTILE POLICY,DIPLOMACY,0.85,period3
NORTH KOREA,TALKS,DIPLOMACY,0.9,period3
NORTH KOREA,NORTH KOREA'S NUCLEAR TALKS,DIPLOMACY,0.85,period3
KIM JONG-UN,TALKS,DIPLOMACY,0.9,period3
KIM JONG-UN,IVANKA TRUMP,DIPLOMACY,0.9,period3
KIM JONG-UN,NORTH KOREA'S NEW ROCKET SYSTEM,THREAT,0.95,period3
SOUTH KOREA,TALKS,DIPLOMACY,0.9,period3
U.S.,TALKS,DIPLOMACY,0.9,period3
NORTH KOREA,SHORT-RANGE BALLISTIC MISSILE,THREAT,0.95,period3
NORTH KOREA,NORTH KOREA,THREAT,0.8,period3
NORTH KOREA,SUBMARINE-CAPABLE BALLISTIC MISSILE,THREAT,0.95,period3
INF TREATY,TRUMP ADMINISTRATION,THREAT,0.85,period3
U.N. MEETING ON HUMAN RIGHTS ABUSES,TRUMP ADMINISTRATION,HUMANITARIAN,0.9,period3
BOLTON,TRUMP POLICY,NEUTRAL,0.8,period3
OTTO WARMBIER,TRUMP POLICY,HUMANITARIAN,0.85,period3
NORTH KOREA POLICY,TRUMP POLICY,DIPLOMACY,0.8,period3
JAPAN,CHINA,THREAT,0.9,period3
JAPAN,NORTH KOREA,THREAT,0.95,period3
NORTH KOREA,SUBMARINE-LAUNCHED BALLISTIC MISSILE,THREAT,0.95,period3
NORTH KOREA,US ENVOY STEPHEN BIEGUN,DIPLOMACY,0.95,period3
TAKESHI IWAYA,SOUTH KOREA,DIPLOMACY,0.9,period3
SOUTH KOREA,INTELLIGENCE-SHARING PACT,THREAT,0.9,period3
US,HUMAN RIGHTS RECORD,DIPLOMACY,0.8,period3
NORTH KOREA,U.N. SANCTIONS,THREAT,0.85,period3
NORTH KOREA,LATVIA,ECONOMIC,0.8,period3
NORTH KOREA,TRUMP-KIM MEETING,DIPLOMACY,0.85,period3
KIM JONG UN,SUBMARINE-LAUNCHED BALLISTIC MISSILE,THREAT,0.9,period3
NORTH KOREA,JAY SOLOMON,NEUTRAL,0.8,period3
NORTH KOREA,WARGAMES,THREAT,0.9,period3
UNITED STATES,FINANCIAL BURDEN,ECONOMIC,0.85,period3
TAIWAN,CHINA,NEUTRAL,0.8,period3
NORTH KOREA,MISSILE DEFENSE,THREAT,0.95,period3
NORTH KOREA,MEDIUM RANGE MISSILE,THREAT,0.95,period3
NORTH KOREA,BANGLADESH,ECONOMIC,0.85,period3
NORTH KOREA,NORTH KOREAN REGIME,THREAT,0.9,period3
NORTH KOREA,U.S. MILITARY BASES,THREAT,0.95,period3
NORTH KOREA,NORTH KOREAN MISSILE TEST,THREAT,0.9,period3
SOUTH KOREA,KIM JONG UN,THREAT,0.95,period3
US,MISSILE DEFENSE,THREAT,0.9,period3
US,NORTH KOREA-UNITED STATES NUCLEAR TALKS,DIPLOMACY,0.9,period3
KIM JONG UN,MISSILE DEFENSE,THREAT,0.9,period3
KIM JONG UN,NORTH KOREAN MISSILE TEST,THREAT,0.9,period3
NORTH KOREA,GHOST SHIP,HUMANITARIAN,0.9,period3
UNITED STATES,BOLTON,NEUTRAL,0.9,period3
UNITED STATES,NORTH KOREA ACCORDS,DIPLOMACY,0.9,period3
NORTH KOREA,ETHEREUM,ECONOMIC,0.85,period3
NORTH KOREA,UN SANCTIONS,THREAT,0.9,period3
NORTH KOREA,HUMAN RIGHTS,HUMANITARIAN,0.9,period3
KIM JONG-UN,ROCKET MAN,THREAT,0.9,period3
NORTH KOREA,EU,DIPLOMACY,0.9,period3
NORTH KOREA,PEACE TALKS,DIPLOMACY,0.9,period3
NORTH KOREA,U.S. TERRORISM REPORT,THREAT,0.7,period3
NORTH KOREA,NORTH KOREA'S NUKES,THREAT,0.9,period3
NORTH KOREA,SHORT-RANGE BALLISTIC MISSILES,THREAT,0.95,period3
SOUTH KOREA,DIALOGUE PLEDGE,DIPLOMACY,0.8,period3
DONALD TRUMP,DIALOGUE PLEDGE,DIPLOMACY,0.85,period3
MISSILE TESTS,U.S.,THREAT,0.95,period3
NORTH KOREA,BIOLOGICAL WEAPONS CONVENTION,THREAT,0.85,period3
NORTH KOREA,ISLANDS OF PYONGYANG,NEUTRAL,0.9,period3
NORTH KOREA,NORTH KOREA SANCTIONS,THREAT,0.9,period3
NORTH KOREA,MEDIUM-RANGE MISSILE,THREAT,0.9,period3
NORTH KOREA,NORTH KOREA-US TENSIONS,THREAT,0.95,period3
NORTH KOREA,NUCLEAR TESTS,THREAT,0.9,period3
NORTH KOREA,MILITARY THREATS,THREAT,0.95,period3
NORTH KOREA,NORTH KOREA'S NUCLEAR WEAPONS PROGRAM,THREAT,0.9,period3
UNITED STATES,MILITARY EXERCISES,THREAT,0.85,period3
KIM JONG UN,NORTH KOREAN NUCLEAR PROGRAM,THREAT,0.9,period3
KIM JONG UN,KIM JONG UN'S 'CHRISTMAS GIFT',THREAT,0.95,period3
KIM JONG UN,NUCLEAR WEAPONS,THREAT,0.9,period3
KIM JONG UN,VLADIMIR PUTIN,NEUTRAL,0.9,period3
KIM JONG UN,CHRISTINE BLASEY FORD,NEUTRAL,0.8,period3
KIM JONG UN,NORTH KOREAN DICTATOR,NEUTRAL,0.8,period3
DONALD TRUMP,KANYE WEST,NEUTRAL,0.9,period3
DONALD TRUMP,MELANIA TRUMP,NEUTRAL,0.9,period3
DONALD TRUMP,US-NORTH KOREA NUCLEAR TALKS,DIPLOMACY,0.9,period3
NORTH KOREA,US-NORTH KOREA NUCLEAR TALKS,DIPLOMACY,0.9,period3
NORTH KOREA,G-7,THREAT,0.8,period3
US-NORTH KOREA NUCLEAR TALKS,DENUCLEARIZATION,DIPLOMACY,0.9,period3
NORTH KOREA,NORTH KOREAN MISSILES,THREAT,0.9,period3
NORTH KOREA,NUCLEAR FREEZE,DIPLOMACY,0.9,period3
NORTH KOREA,NORTH KOREAN NUCLEAR TALKS,DIPLOMACY,0.85,period3
NORTH KOREA,NORTH KOREAN TEST SITE,THREAT,0.9,period3
UNITED STATES,NORTH KOREAN NUCLEAR TALKS,DIPLOMACY,0.9,period3
NORTH KOREA,RUSSIAN EMBASSY,DIPLOMACY,0.9,period3
NORTH KOREA,NORTH KOREAN CYBERATTACKS,THREAT,0.9,period3
NORTH KOREA,NORTH KOREAN MISSILE,THREAT,0.95,period3
NORTH KOREA,NORTH KOREAN AMBASSADOR,DIPLOMACY,0.9,period3
NORTH KOREA,NORTH KOREAN HUMAN RIGHTS RECORD,HUMANITARIAN,0.9,period3
DENUCLEARIZATION,NORTH KOREAN REGIME,DIPLOMACY,0.9,period3
SOUTH KOREA,NORTH KOREAN SOLDIER,THREAT,0.9,period3
NORTH KOREA,WHITE HOUSE,THREAT,0.9,period3
NORTH KOREA,SPACE FORCE,THREAT,0.9,period3
TRUMP,HUMAN RIGHTS CRITICISM,HUMANITARIAN,0.9,period3
U.S.,HUMAN RIGHTS CRITICISM,HUMANITARIAN,0.9,period3
NORTH KOREA,NORTH KOREA NUCLEAR TALKS,THREAT,0.9,period3
NORTH KOREA,INF TREATY,THREAT,0.85,period3
DONALD TRUMP,NORTH KOREA NUCLEAR TALKS,DIPLOMACY,0.9,period3
TRUMP,IMPEACHMENT HEARINGS,DIPLOMACY,0.8,period3
TRUMP,PRISON REFORM,NEUTRAL,0.9,period3
TRUMP,GERMANS,THREAT,0.9,period3
TRUMP,KIM KARDASHIAN,DIPLOMACY,0.8,period3
KIM JONG UN,NUCLEAR WEAPONS PROGRAM,THREAT,0.9,period3
KIM JONG UN,GERMANS,THREAT,0.9,period3
KIM JONG UN,USA,DIPLOMACY,0.9,period3
NORTH KOREA,MULTIPLE ROCKET LAUNCHER,THREAT,0.95,period3
SEAN FEUCHT,TRUMP,NEUTRAL,0.8,period3
KIM KARDASHIAN WEST,TRUMP,DIPLOMACY,0.8,period3
KIM KARDASHIAN WEST,PRISON REFORM,NEUTRAL,0.8,period3
TRUMP,ELECTION INTERFERENCE,DIPLOMACY,0.8,period3
US,NUCLEAR TALKS,DIPLOMACY,0.95,period3
NORTH KOREA,KIM JONG-UN'S REGIME,NEUTRAL,0.9,period3
UNITED STATES,MIKE POMPEO,DIPLOMACY,0.9,period3
KIM JONG-UN,NUCLEAR TALKS,DIPLOMACY,0.9,period3
KIM JONG-UN,MISSILE TESTS,THREAT,0.9,period3
DONALD TRUMP,PEACE TALKS,DIPLOMACY,0.95,period3
MIKE POMPEO,NUCLEAR TALKS,DIPLOMACY,0.9,period3
MIKE POMPEO,PEACE TALKS,DIPLOMACY,0.9,period3
KIM JONG-UN,RONALD REAGAN,NEUTRAL,0.85,period3
KIM JONG-UN,TRUMP'S MEETING WITH KIM,DIPLOMACY,0.9,period3
DONALD TRUMP,OBAMA ADMINISTRATION,DIPLOMACY,0.9,period3
NORTH KOREA,NORTH KOREA'S DOTARD LABEL,THREAT,0.8,period3
NORTH KOREA,NORTH KOREA'S PROJECTILE LAUNCHES,THREAT,0.8,period3
NORTH KOREA,TED CRUZ,NEUTRAL,0.85,period3
US,NUCLEAR PROPOSAL,DIPLOMACY,0.9,period3
US,US TRAVEL BAN,THREAT,0.9,period3
NORTH KOREA,NUCLEAR ARMS PROGRAM,THREAT,0.9,period3
NORTH KOREA,MANHATTAN U.S. ATTORNEY,ECONOMIC,0.9,period3
NORTH KOREA,BITCOIN MONEY LAUNDERING,ECONOMIC,0.9,period3
NORTH KOREA,U.S. CITIZEN,ECONOMIC,0.9,period3
JOHN BOLTON,TRUMP ADMINISTRATION,NEUTRAL,0.9,period3
DENNIS RODMAN,NORTH KOREA,DIPLOMACY,0.9,period3
DENNIS RODMAN,AMERICA,DIPLOMACY,0.9,period3
NORTH KOREA,AMERICA,ECONOMIC,0.9,period3
AMERICA,TURKEY,ECONOMIC,0.9,period3
AMERICA,IRAN,ECONOMIC,0.9,period3
TURKEY,IRAN,NEUTRAL,0.9,period3
KIM DARROCH,WHITEHOUSE ADMINISTRATION,DIPLOMACY,0.8,period3
WHITEHOUSE ADMINISTRATION,BREXIT,DIPLOMACY,0.8,period3
